name,url,price,country,region,origin_category,total_score,cupper_correction,cupping_dry_fragrance,cupping_wet_aroma,cupping_brightness,cupping_flavor,cupping_body,cupping_finish,cupping_sweetness,cupping_clean_cup,cupping_complexity,cupping_uniformity,flavor_floral,flavor_honey,flavor_sugars,flavor_caramel,flavor_fruits,flavor_citrus,flavor_berry,flavor_cocoa,flavor_nuts,flavor_rustic,flavor_spice,flavor_flavor_body,process_method,cultivar,cultivar_detail,farm_gate,processing,drying_method,arrival_date,lot_size,bag_size,packaging,grade,appearance,roast_recommendations,type,recommended_for_espresso,short_description,full_cupping_notes,farm_notes,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
Kenya Nyeri Nduma Peaberry,https://www.sweetmarias.com/kenya-nyeri-nduma-peaberry-8635.html,$9.50,Kenya,"Nduma Village, Nyeri County",Africa,91.4,.5,9,9.2,9,9,8.7,9,9.3,9.5,9.2,9,0,2.5,4,4,3,3,0,2,0,0,2,3.5,Wet Process Kenya Type,Bourbon Types,"SL28, SL34, Batian, Ruiru 11",Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,6,60 KG,GrainPro Liner,Peaberry,".2 d/300gr, 15 Peaberry Screen",City to Full City,Farm Gate,,"Saccharine sweet base flavors and very sweet finish, with a bright top end that structures the cup. Notes of brûlée sugar, caramel, molasses, Naval orange, Galia melon, crisp black tea with lemon. City to Full City.","If it's sweetness you're after, Nduma is a good Kenya to start with. Alongside the familiar bright top-end that we expect from Kenya coffee, are saccharine sweet base flavors that we found ourselves circling back on in the brew. City+ roasts brought out a nice balance of these two dimensions, and smelled like blackstrap molasses and burnt sugar from the grinder. Pouring hot water on the coffee brought hints of honey, brown sugar, caramel, and plum to the steam. The 'burnt sugar' aspects came through in the brew too, with potent notes of brûlée crust, artisinal caramel, and dark toffee. The initial acidic impression is one of crisp black tea with a spritz of fresh squeezed lemon. As the coffee cools, some of the fruit notes become a bit more clear, like Naval orange, green Galia melon, and golden raisin. We found that first crack is a little subdued at first, and something to watch out for when roasting. It's there, just a little less pronounced and infrequent, making it easy to roast a little darker than intended.","Nduma is a green coffee ""Factory"" located in Nduma village, part of the Nyeri District, a mountainous region known for coffee production and quality. It's not far from Kianyaga town, and lies in the shadow of Mount Kenya. Coffee Factories are washing stations, where coffee is processed from the cherry down to the green coffee seeds. Kenya Factories are also affiliated with farmer's cooperatives, in this case, the Rumukia Farmers Co-operative Society (other Factories under this umbrella include Tambaya, Maganjo, Kiawamaruru, and more). Nduma currently serves roughly 665 farmer members spread throughout the surrounding villages. Farms in this region span an altitude range of roughly 1,600 to 1,800 meters above sea level, and most are planted with SL-28, and SL-34 varieties, both Bourbon selections common to Kenya, with smaller pockets of hybrid types like Batian, and Ruiru. This is a peaberry selection, which makes up less than 5% of the harvest. Peaberries occur when a coffee cherry only produces a single round seed, instead of the typical pair of seeds that have one flat side, and one round. They are thought to be high density seeds, with potential for fruitier flavors than their flat bean counterparts. It's not always true, though Nduma peaberry shows some snappy fruits alongside impressive cup sweetness.",,,,,,,
Kenya Nyeri Ruarai Peaberry,https://www.sweetmarias.com/kenya-nyeri-ruarai-peaberry-8640.html,$9.50,Kenya,"Gikundu, Nyeri",Africa,91.5,.5,9.2,9.5,9.2,9.2,8.7,9,8.9,9,9.3,9,0,0,3,0,3.5,3,3,1,0,0,3.5,3.5,Wet Process Kenya Type,Bourbon Types,"SL-28, SL-34, Ruiru 11",Yes,Wet Process Kenya Type,Raised Bed Sun-Dried,May 2026,6,60 KG,GrainPro Liner,Peaberry,".2 d/300gr, 15 Peaberry Screen",City to City+,Farm Gate,,"Brews a lively pour-over with fruit-accented sweetness, fragrant aromatics, juicy flavors and a bright top end. Notes of grape, black currant, mulled juices, tangy cranberry, kiwi, tannic black tea, and orange zest. City to City+.","Ruarai Peaberry brews a lively pour-over coffee, with fruit-accented sweetness and fragrant aromatics. I tried three different roast levels, and found City-City+ to be ideal for juicy flavors and a bright top end. City roasts smelled very nice coming from the grinder. I picked up on berry accented sweetness in the fragrance, like raspberry sauce reduced with brown sugars and a sprinkling of baking spices, along with a very light hint of lime zest. Pouring hot water on the grounds drew out potent sweet smells of dark brown sugar mixed with lemon juice, plump fruits, and sweet tea. The brewed coffee has a juicy quality that brings out syrupy sweetness, along with plump dark fruits. Notes of red grape and black currant are accented by spice hints of cardamom and clove, and reminded me of mulled juices. A tangy cranberry note brightens the cup as it cools, along with green fruits like kiwi and honeydew melon. The finish has pleasant bittering aspects that are mouth-cleansing, like tannic black tea, and orange zest.","The Ruarai Coffee Factory gets its name from the nearby Ruarai river that flows just below the mill. This is part of Gakindu town, known for having one of the oldest livestock markets in Nyeri, dating back to the 17th Century. It's also a hub for rural farmers, many of whom are aligned with cooperative ""Factories"" in the area, essentially small washing stations that operate under a cooperative umbrella. In this case, Ruarai is aligned with Ruthaka Farmer's Cooperative Society (""FCS""), whose membership exceeds 600 small scale farmers. While we buy coffee from many other Factories in this area, this is the first year we've purchased from Ruarai. This peaberry outturn was shown to us on a Kenya trip earlier this year. It stood out as being juicy and bright, and we knew we wanted to buy it right away. The only downside was, it's only 6 bags! Peaberries occur when a coffee cherry only produces a single round seed, instead of the typical pair of seeds that have one flat side, and one round. They are thought to be high density seeds, with potential for fruitier flavors than their flat bean counterparts. We didn't cup their ""flat bean"" coffee (AA, and AB), but couldn't pass up this tiny microlot.",,,,,,,
Papua New Guinea Organic Goroka SWP Decaf,https://www.sweetmarias.com/papua-new-guinea-organic-goroka-swp-decaf-8621.html,$9.50,Papua New Guinea,"Goroka, Eastern Highlands",Oceania,86.8,2,8,8.4,8.2,9.3,8.5,8,8.2,8,8.7,9.5,0,0,3,2,1,1.5,0,3.5,0,4,3,3.5,Swiss Water Decaf,Typica Types,"Arusha, Typica",No,"Wet Process (Washed), the Swiss Water Process Decaf",,Apr 2026,50,60 KG,GrainPro Liner,,"1+ d/300gr, 15-17 Screen  - some broken and misshaped beans due to decaffeination",City to Full City+,"Organic/Fair Trade Cert., Decaf",Yes,"Versatile in the roaster, balanced chocolate tones and positive acidity for decaf coffee. Notes of rice syrup, tarragon, citrus, dark cocoa, chipotle and black sesame. City to Full City+. Good for espresso","The grinds let off a rustic sweetness, pungent coconut palm sugar, with accents of bran muffin, and spice cake. The wet aroma brought out more of the sweetness, as well as an interesting peppery aspect. This is a very versatile coffee in terms of roast level, with positive acidity for decaf coffee in the light roasts that can be tamped down with darker roast development. It offers balanced chocolate bittersweet tones between City and Full City, the lighter giving off flavors I associate with Indonesian coffees, like rice syrup, and herbal tarragon. There's a brisk citrus accent that fades to a peppery note of chipotle laced chocolate, and a clean finish that's a bit abrupt. Full City roasts are more bodied/bittersweet, with interesting cocoa/toasted grain profiles, like cocoa crisped rice, chocolate malted grain, and something like black sesame brownie. This should make outstanding espresso!","Papua New Guinea occupies the Eastern half of the island it shares with the Indonesian province of Irian (no sizable coffee production comes from Irian). There can be a huge range of cups from Papua New Guinea, and the so-called Plantation coffees represent the cleaner character of the coffee produced on the island... more like a good Central American than part of the Indonesian profile. This decaf is a good representation of the balanced flavors you can find in Papua New Guinea, and quite versatile in terms of roast level and brew methods. The lot is comprised of the coffee from many small farms in Goroka, which is part of the very high altitude Eastern Highland region. Coffee grows between 1700 and 2000 meters above sea level, and the farms are typically less than 1 hectare on average. It was decaffeinated by the folks at Swiss Water Decaf in Vancouver, Canada. Their water-only process method removes 99.9% of the caffeine from coffee without any chemical solvents. As far as decaffeination goes, it's one of the gentler processes for the coffee and we find that we get a nice approximation of the non-decaf coffee that we send them.",,,,,,,
Peru Chirinos Las Pirias,https://www.sweetmarias.com/peru-chirinos-las-pirias-8499.html,$10.05,Peru,"Las Pirias, Chirinos District",South America,86.9,1.5,8.4,8.5,8.5,8.5,8.8,8.4,8.5,8.5,8.3,9,0,0,3,2,1,0,0,4,2.5,0,1.5,4,Wet Process (Washed),"Caturra Types, Bourbon Types, Typica Types, Modern Hybrids","Caturra, Pache, Typica",Yes,Wet Process (Washed),Covered Sun-Dried,November 2025 Arrival,36,69 KG,GrainPro Liner,SHB,".6 d/300gr, 16-18 Screen",City+ to Full City+,Farm Gate,Yes,"A crowd pleasing, mid-toned brew in the City+/Full City roast range, with layered raw sugar sweetness, well-integrated acidic impression, and hints of baked goods, like snickerdoodle and molasses cookie. City+ to Full City+.","Las Pirias makes a crowd pleasing, mid-toned brew in the City+/Full City roast range. I enjoyed lighter roasts too, where acidity had a bit more impact, however sweetness felt a bit underdeveloped. Grinding a City+ roast released hints of brown sugar and molasses, with a dried fruit accent note. The wet aroma produced more of a dark bittersweet foil with hints of caramelized sugar and pistachio. The flavor profile is well balanced by an underlay of raw sugar notes, like turbinado, palm sugar, and panela. The acidity has a cherry aspect and well integrated into the cup profile. Top notes are slight in the middle roasts, but as it cooled, I sensed hints of cinnamon, and baked goods like snickerdoodle and molasses cookie, with cocoa-toned aftertaste.","This coffee comes from the Las Pirias village, within the District of Chirinos. This area is well known for coffee, the many cooperatives and associations making Chirinos a thriving market place for coffee farmers. While many buyers are still mainly producing large commercial volumes, there are some who are implementing a more quality-focused approach. This lot was purchased through one such intermediary we've bought coffee from for about the last decade. They've worked to establish farmer groups in the surrounding villages who are willing to put in the extra labor picking and processing coffee in order to push higher quality, receiving higher premiums in return. The farms in Las Pirias are typically less than 5 hectares, and most farms are planted in a mix of varieties, like Bourbon, Caturra, Pache, and Typica. The coffee is home processed, rather than managed at a central mill. Most farmers pick and pulp their coffee the same day, fermenting for 1-2 days to break down the sticky fruit mucilage, and then dried on raised beds for about 2 weeks.",,,,,,,
Peru Comite La Palma,https://www.sweetmarias.com/peru-comite-la-palma-8498.html,$10.35,Peru,"Comite La Palma, San Ignacio, Cajamarca",South America,87.5,1.5,8.5,8.6,8.4,8.7,9.2,8.5,8.5,8.5,8.6,8.5,0,0,3.5,3,2,0,0,4,1.5,0,2,4,Wet Process (Washed),"Caturra Types, Modern Hybrids","Caturra, Catuai",Yes,Wet Process (Washed),Patio Sun-dried,November 2025 Arrival,39,69 KG,GrainPro Liner,SHB,".6 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,Yes,"Body is milky on the palate, with appealing raw sugar sweetness that carries over to finishing hints of baked apple, tannic tea, and creamy nut. Bean to bar chocolate at darker levels. City to Full City+. Good for espresso.","The ground coffee has a clean scent of light brown sugar and hazelnut, with a hint of barley malt syrup. The addition of hot water pulls out accents of dried fruit from the grounds, with sugar browning sweetness, caramel and toffee shell. La Palma showcased creamy body across both City and Full City roasts we tested, milky on the palate, and a bit juicy. The sweetness tasted lightly spiced with cinnamon, and showed unrefined brown sugar qualities that carried over into finishing hints of baked apple, and creamy raw nut notes, like Brazil nut and hazelnut. There's a mouth pleasing interplay of acidity at City+ roast level that brought to mind tannic black tea. Our Full City roast developed profiles of bittersweet bean to bar chocolate, creamy dark ganache, the cooled cup showing a muted raisin note too, like chocolate covered raisin.","Like the other three Peru's we've sold this year, this is another from within the San Ignacio District, Cajamarca, a region known for producing specialty grade coffee. Specifically, the coffee is from farms in the town of La Palma (""comite"" is basically a village, or town). Most of the farms are between 1700 and 1950 meters above sea level, planted in Caturra and Catuaí varieties. Farmers process their own coffee, as opposed to delivering to a central mill and processed together, which presents unique control of the quality, and an opportunity to taste the coffee from each farm separately. From one farm to the next, the wet process method is more or less standardized. Farmers typically let the cherries rest overnight before removing the fruit using small pulper machinery. They then ferment the mucilage-covered seeds for 24-36 hours in order to break down the fruit, making it easy to then wash away. Coffee dries in about two weeks and is usually managed on covered patios that protect the drying coffee from rain.",,,,,,,
Peru Organic Honey Guardian del Bosque Gesha,https://www.sweetmarias.com/peru-organic-honey-process-guardian-del-bosque-gesha-8574.html,$13.75,Peru,"Gracias a Dios, Lonya Grande, Amazonas",South America,89.7,.5,9,9.3,8.5,9.2,8.5,8.8,9,8.5,9.4,9,2,2,3.5,0,3,2,2,2,0,1,0,3.5,Honey Process,Gesha,Gesha,No,Honey Process,"Raised Bed, Covered",Jan 2026,5,69 KG,GrainPro Liner,SHB,".4 d/300gr, 15-17 Screen",City to City+,Organic/Fair Trade Cert.,,"Honey processing draws out fruit-accented sweetness in this Gesha coffee, with tropical hints, passion fruit and guava, rustic dried date, and fragrant aromatics that offer both floral highlights and intriguing resinous notes. City to City+.","This is our third, and final Gesha coffee from Guardian del Bosque. It's a honey processed lot, which means the coffee seeds were dried with some of the fruit flesh still intact. Honeys are often fruited, though less-so than a full dry process coffee. We found this lot showed delicious dried fruit and tropical accents, with a fragrant aroma that delivers some of the perfumed floral aspects that we attribute to Gesha coffee. The grinds were accented by notes of pulpy orange and cooked pear, with soft wine-like accents, and raw sugars backing things up. Floral highlights begin to take shape in the wet aroma, and fruity aspects brought to mind fragrant flowers like gardenia and rose. There's also a nice fruited dimension layered with attractive bittersweet notes. City roasts brew fragrant flavors both fruited and floral, with something resinous and intriguing as it cools. Cup flavors have a retronasal element that draws out perfumed profiles of tropical fruits, passion fruit and guava, as well as some more rustic dried fruit types, like apricot and date. The aroma also shows floral hints of sweet pea and jasmine pearls, along with a complex note of amber resin. The acidity is fairly integrated into the cup profile, more rounded than sharp, like sweet orange. Best to stick to light roast here, City/City+ maximum. It's a very sweet cup at medium roast levels too, but loses much of the volatile aromatics that make it so unique.","""Guardian del Bosque"" is the name of the farm owned by Ronal Carranza Montenegro. His 11.5 hectare farm sits at 1600 meters above sea level, and is planted in several different coffee varieties, including Gesha. This underwent a honey process method that involves leaving some of the fruit intact with the seed during the drying phase. This extended time in contact with the fruit after picking certainly plays a large role in the fruit flavors tasted in the cup. It still shows delicate floral character too, which is not always the case for honey and natural Gesha coffees. Ronal is a longtime member of a local coffee cooperative, Asociación de Productores Cafetaleros Juan Marco El Palto (""JUMARP""), whose work involves provide technical assistance at the farm level, like post harvest processing best practices, and improvements to processing environment and drying space. The coop have also helped this group achieve organic and fair trade certifications, which insures a premium price is paid for their coffee. Ronal plays around with different process methods, and this year we bought wet process, honey process, and dry process versions of his Gesha coffee. Each process brings its own unique flavors, with this dry process lot bringing out plump fruits and a fragrant floral aroma.",,,,,,,
Peru Organic La Victoria Coop SWP Decaf,https://www.sweetmarias.com/peru-organic-la-victoria-coop-swp-decaf-8620.html,$9.95,Peru,"La Victoria, San Martin",South America,88.4,2,8.5,8.7,8.2,9,8.2,8.4,8.4,8.3,9.2,9.5,0,0,3,0,4,0,4,4,0,2,2,3,Swiss Water Decaf,"Bourbon Types, Typica Types, Modern Hybrids","Bourbon, Catimor, Caturra, Typica",No,"Dry Process, then Swiss Water Process Decaf",Patio Sun-Dried,Apr 2026,50,60 KG,GrainPro Liner,,"1+ d/300gr, 15-17 Screen  - some broken and misshaped beans due to decaffeination",City to Full City,"Organic/Fair Trade Cert., Decaf",,"Fruit-forward flavors make for an impressive decaf coffee. Notes of fruit loops, dried strawberry, sarsaparilla, fermented hints, drinking chocolate, banana milk, long, persistent finish. City to Full City.","Fans of fruit-forward dry process coffees take note. This Peruvian decaf brings big, fruit-toned sweetness that's impressive for any coffee we've tasted (decaf or otherwise)! The dry fragrance had notes of dried strawberry, winey accents, and dark chocolate. Pouring hot water on the grinds pushed sweet notes of cooked plum and berry sauce in the steam, with a hint of dried peach. At lighter City/City+ levels we noted flavors of fruit loops cereal, dried strawberry, all backed by a nice dark drinking chocolate flavor that was long lasting. I found that the intensity quieted down a little as the coffee cooled, with chocolate coming closer to the front, and root-y notes of burdock and sarsaparilla settling in with hints of fruit jam, and fermented berry. The finish is persistent, and shows a mixture of dark cocoa powder and banana milk. We were all pretty floored by the flavor profiles this impressive decaf produced! It must have been a super fruity coffee to begin with in order to taste like this post-decaffeination.","This decaf is made up of coffee from Cerro Blanco Producers Association (APROCEB) in La Victoria Peru. It was founded by the local community as a way of organizing coffee farmers around shared goals of increased market access, and in turn maximizing reinvestment in their community. Through the years they've expanded on those core ideals, training members in organic coffee production, providing technical and financial assistance, and creating opportunity through eduction advancement and programs, with a commitment to environmental sustainability. The coffee that went into this lot was dry process, meaning the whole coffee cherries were dried with the seeds still intact. While we did not have the opportunity to taste the non-decaf coffee, it must have been quite fruit-forward as the decaffeinated results are fruity and delicious! Tasting it on a table with other decaffeinated coffees, the fruited complexity immediately stood out, and we could not resist picking some up. If you're a fan of fruity coffees, then this is definitely the decaf for you! The farms span an altitude range of 1500 and 1900 meters above sea level. For decaffeination, it was processed by Swiss Water Decaf in Vancouver, Canada. Their patented process method uses only water to remove 99.9% of the caffeine, while leaving much of the volatile compounds that affect flavor and aroma intact.",,,,,,,
Peru Productores de Jaén,https://www.sweetmarias.com/peru-productores-de-jaen-8502.html,$9.35,Peru,"Jaén, Cajamarca",South America,86.5,2,8.2,8.4,8.3,8.4,9,8.3,8.4,8.5,8,9,0,0,3,3,0,0,0,4,3,0,2,4,Wet Process (Washed),"Caturra Types, Modern Hybrids",Catuaí,Yes,Wet Process (Washed),Patio Sun-Dried,Nov 2025,30,69 KG,GrainPro Liner,SHB,".4 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,Yes,"This small producer blend offers familiar bittersweet flavors, and thick body that performs well as both brewed coffee and espresso. Milk chocolate, semi sweet chips, creamy nut, milky body. City+ to Full City+. Good for espresso.","This small producer blend offers balanced sweetness and roast bittering, and thick body that performs well as both brewed coffee and espresso. City+ roasts have a scent of cooked sugar and malt syrup notes when ground, whereas the chocolaty aspects really came through in the wet aroma. Crowd-pleasing coffee that offers bittersweet balance at a range of roast levels. The flavor profiles are bittersweet and familiar, notes of milk chocolate, semi sweet chocolate chips, with creamy nut hints in the finish, like cashew and almond. The cup has a milky/lactic aspect that draws out a pleasantly mild acidic impression. The finish is bittersweet, accented by a cinnamon note that brought to mind Abuelita drinking cocoa.","This lot was made from coffees of several different farmers around Jaén city, and represents the quality and versatility found from this high altitude region in northern Peru. The average altitude is around 1750 meters and cultivars grown are typically Caturra, with some Typica and Bourbon mixed in. This is wet process coffee, managed individually by the farmers at home using small hand-cranked and motorized pulpers to remove the fruit, followed by a fermentation stage to break down the sticky fruit mucilage that adheres to the seeds. Afterwards, the wet coffee is dried inside parabolic drying rooms or on cement patios for around 1 week. These particular group of farmers received agronomical training from an exporter in Cajamarca, who offer programs that support sustainable farming and good harvest practices. They register all the farmers they buy from in order to help isolate different quality tiers, but also be able to issue the initial payments and any quality premiums themselves, something that was lacking through more traditional avenues.",,,,,,,
Roasted Coffee Subscription,https://www.sweetmarias.com/rstd-subs-1050.html,$40.00,,,Roasted Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enjoy 2 lbs of freshly roasted coffee from our Probat roaster at Sweet Maria's Coffee. With a roasted coffee subscription we ship you two different single origin coffees roasted between a City-Full City roast, packaged in resealable valve bags. Free USPS Priority shipping!","Subscribers will enjoy two pounds of freshly roasted, whole bean coffee delivered right to their door every 2 - 4 weeks. Each shipment will contain two different single origin coffees roasted on our Probat roaster between a City - Full City (light - medium) roast.",,,,,,,,
Rwanda Dry Process Gitwe,https://www.sweetmarias.com/rwanda-dry-process-gitwe-8579.html,$9.30,Rwanda,"Nyamasheke, Western Province",Africa,88.3,1.5,8.6,9,8.6,8.8,9.2,8.5,8.7,8.2,9.2,8,0,0,3,0,4,0,3.5,3.5,0,3,3,4,Dry Process (Natural),Bourbon Types,Bourbon,Yes,Dry Process (Natural),Raised Bed Sun-Dried,Jan 2026,25,60 KG,GrainPro Liner,A1,".6 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,,"Profiles of dried fruits and berries are core flavors, along with bittersweet intensity that offers a nice counterpoint to some of the wilder aspects. Apricot, fruit leather, cardamom, chicory, chocolate coconut. City+ to Full City+.","Profiles of dried fruits and berries are core flavors in dry process Gitwe, along with bittersweet intensity that offers a nice counterpoint to some of the wilder aspects. Grinding the coffee released a scent of pulpy berry, accented by dried stone fruits, and cocoa. The aromatic impressions were a bit more defined in the wet aroma, dried date and prune, berry pancake syrup, and green melon, with rustic bittersweets. City-City+ roasts brought a moderate level of acidity to the cup for a dry process coffee, which underscored some of the more fleshy fruit flavors. I noted stone fruits, like peach and apricot, with a slight bittering note on the tongue that brought to mind the actual fruit pit. The coffee cooled to rustic-toned fruits, berry fruit leather, natural dried apricot, along with hints of bittering spices, such as cardamom and mace, and a leathery accent in the aftertaste. Full City roasts are much more deep-toned, but also a bit juicy. There was a syrupy berry note the percolated up from within a blanket of high % cacao chocolate flavors, and finishing accents chicory and chocolate-covered coconut.","The Gitwe coffee mill is located in Rwanda's southern Nyamasheke District. The station itself sits at roughly 1800 meters above sea level, and the altitude of the surrounding farms range between 1800 and 2000 meters. This is a dry process coffee, and only the second one we've bought from Gitwe. Not that we've passed in previous years, but I don't think they produce that much in comparison to their fully washed coffee. The dry process method involves drying the whole coffee cherry with the seeds still intact, fruit and all. Typically, it take twice as long to dry a dry process (""natural"") coffee, and can lead to heavy fruit flavors in the cup, along with lower acidity, and body. We found Gitwe had a very nice array of rustic fruits at a wide range of roast levels, and also presented an impressive acidic impression considering the process. Dry process coffees also produce more chaff during roasting, which is something to keep an eye on between batches. If you're roasting in a Behmor, I would limit batch size to around 300 grams in order to avoid chaff smoldering on the quartz burners.",,,,,,,
Rwanda Milles Collines Peaberry Lot 2,https://www.sweetmarias.com/rwanda-milles-collines-peaberry-lot-2-8582.html,$8.65,Rwanda,"Nyamasheke, Western Province",Africa,88.5,1,8.7,8.8,8.6,8.8,9,8.5,8.8,8.5,8.8,9,0,2,4,3,2,2,0,4,0,0,2.5,4,Wet Process (Washed),Bourbon Types,Bourbon,Yes,Wet Process (Washed),Raised Bed Sun-Dried,January 2026 Arrival,50,60 KG,GrainPro Liner,A1,".2 d/300gr, 15 Screen",City to Full City+,Farm Gate,Yes,"Syrupy sweetness with bright accents, mouth-pleasing texture, and a spiced, bittersweet aftertaste. Caramel, brisk tea, citrus, cinnamon sauce, semi-sweet chocolate. City to Full City+. Good for espresso.","These peaberries may be small, but they sure have a lot to offer in the cup! That shouldn't be a surprise considering this lot is made up of the small peaberry selections from many of the wet mills we buy from (Tumba, Gitesi, Gitwe, and others). In a lot of ways, this is quintessential Rwanda Bourbon; syrupy sweet at its core, brightly accented top notes, and mouth-pleasing texture. The aromatic profile provides some clues of what's to come, built on a sweet base note that hints at raw sugars, molasses, and buttery caramels. The steam releases delicate aspects of loose leaf tea and spices, and a hint of apricot, with dark sugars folded in. The cup offers lively flavors at City roast level, atop foundational sweetness of caramel and raw sugar. Fragrant accents peek through as the coffee cools off a bit, like tart tea (Rooibos?) and dried lemon peel notes, adding a pleasantly bright dimension to syrupy-sweet flavors of cinnamon sauce, and brown sugar simple syrup. At Full City, the cup offers compact bittersweet flavors that bear a resemblance to semi-sweet chocolate chips, and dark chocolate truffles.","This coffee lot incorporates peaberry selections from several coffee washing stations in Rwanda's southern and western provinces. Peaberries are considered an abnormality, however they occur in small amounts on every tree. It's when only one of the two coffee seeds inside a coffee cherry germinates, and proceeds to mature inside the cherry as a small, rounded seed. When we buy peaberry lots from a single farmer in say, Guatemala, the final bag count is usually only a couple bags due to the small farm sizes. But in Rwanda, we buy from many cooperative stations that collect coffee from hundreds to thousands of cooperative members, who between them, produce considerably higher volume of this small bean rarity. In this case, a 50 bag lot. ""Milles Collines"", as Rwanda is commonly referred to, French meaning ""the land of 1000 hills"". The cooperatives and washing stations who contributed to this blend are situated in the villages at the tops of some of these ""collines"", affording access to the higher elevation coffees, and offering ease of delivery for these coffee farm members.",,,,,,,
Rwanda Nyamasheke Gatare,https://www.sweetmarias.com/rwanda-nyamasheke-gatare-8577.html,$9.05,Rwanda,"Gatare, Nyamasheke",Africa,88.2,.5,8.6,8.8,8.6,8.8,9,8.7,9,9,8.7,8.5,0,0,3.5,4,2.5,2.5,0,3,0,0,3,4,Wet Process (Washed),Bourbon Types,Bourbon,Yes,Wet Process (Washed),Raised Bed Sun-Dried,Jan 2026,55,60 KG,GrainPro Liner,A1,".2 d/300gr, 15-17 Screen",City to Full City,Farm Gate,Yes,"Aromatic sweetness of caramel and baking spice, with a light citrus oil note that plays into the acidic impression. Hints of brown sugar, pear, cinnamon roll, and a shimmer of sweat tea. City to Full City. Good for espresso.","Caramel and spice notes were woven in at every stage of the cupping experience leaving an overall impression of a coffee with aromatic sweetness. Partially refined sugars and cream caramels accented the fragrance and aroma, building out a very sweet backdrop for top notes of spice and tea to stand out against. The cup is saccharine sweet, and with a light citrus oil note that plays into the moderate level of acidity sensed in the City roasts. In fact, sweetness and acidity are the first things I note when the cup was hot, though it doesn't take long for more to be revealed. Moving through the cup reveals top notes of caramel cookie, brown sugar, with hints of pear fruit tart, and a shimmer of sweat tea. City+ roasts showed a slightly more developed sweetness, cinnamon rolls laced with brown sugar and raisin, dark cola, cocoa, and some pleasant tea-like tannic bittering in the finish. I wasn't as fond of my Full City roast as brewed coffee, but loved it extracted as espresso. Ristretto shots are so syrupy, with flavors that touch on bittersweet chocolate, malt ball, and a moderate bright note of preserved lemon.","The Gatare washing station gets its name from Commune Gatare, in the Western province Kayanza where it's located. Dating back to 2003, the Gatare coffee washing station is one of the oldest in the country, and one of the first well known for producing Specialty grade coffee for export. Gatare town sits at 1800 meters above sea level, but the surrounding hills where the coffee is grown, stretch upwards of 200 meters. Gatare has competed in the Cup Of Excellence competition many times, placing top 10 more than once. The process their coffee using a McKinnon 3-disc coffee depulper to remove the cherry skin and most of the fruit. The coffee beans are then ""dry fermented"", which means that they are fermenting the coffee seeds, with their sticky fruit mucilage layer, without the addition of water. The coffee seed are then soaked in clean water and agitated to remove the remaining fruit, and dried on raised drying beds for up to 2 weeks.",,,,,,,
